state,state_code,state_name,county_code,county
FL,12,Florida,063,Jackson County
FL,12,Florida,065,Jefferson County
FL,12,Florida,067,Lafayette County
FL,12,Florida,069,Lake County
FL,12,Florida,071,Lee County
FL,12,Florida,073,Leon County
FL,12,Florida,075,Levy County
FL,12,Florida,077,Liberty County
FL,12,Florida,079,Madison County
FL,12,Florida,081,Manatee County
FL,12,Florida,083,Marion County
FL,12,Florida,085,Martin County
FL,12,Florida,086,Miami-Dade County
FL,12,Florida,087,Monroe County
FL,12,Florida,089,Nassau County
FL,12,Florida,091,Okaloosa County
FL,12,Florida,093,Okeechobee County
FL,12,Florida,095,Orange County
FL,12,Florida,097,Osceola County
FL,12,Florida,099,Palm Beach County
FL,12,Florida,101,Pasco County
FL,12,Florida,103,Pinellas County
FL,12,Florida,105,Polk County
FL,12,Florida,107,Putnam County
FL,12,Florida,109,St. Johns County
FL,12,Florida,111,St. Lucie County
FL,12,Florida,113,Santa Rosa County
FL,12,Florida,115,Sarasota County
FL,12,Florida,117,Seminole County
FL,12,Florida,119,Sumter County
FL,12,Florida,121,Suwannee County
FL,12,Florida,123,Taylor County
FL,12,Florida,125,Union County
FL,12,Florida,127,Volusia County
FL,12,Florida,129,Wakulla County
FL,12,Florida,131,Walton County
FL,12,Florida,133,Washington County
GA,13,Georgia,001,Appling County
GA,13,Georgia,003,Atkinson County
GA,13,Georgia,005,Bacon County
GA,13,Georgia,007,Baker County
GA,13,Georgia,009,Baldwin County
GA,13,Georgia,011,Banks County
GA,13,Georgia,013,Barrow County
GA,13,Georgia,015,Bartow County
GA,13,Georgia,017,Ben Hill County
GA,13,Georgia,019,Berrien County
GA,13,Georgia,021,Bibb County
GA,13,Georgia,023,Bleckley County
GA,13,Georgia,025,Brantley County
GA,13,Georgia,027,Brooks County
GA,13,Georgia,029,Bryan County
GA,13,Georgia,031,Bulloch County
GA,13,Georgia,033,Burke County
GA,13,Georgia,035,Butts County
GA,13,Georgia,037,Calhoun County
GA,13,Georgia,039,Camden County
GA,13,Georgia,043,Candler County
GA,13,Georgia,045,Carroll County
GA,13,Georgia,047,Catoosa County
GA,13,Georgia,049,Charlton County
GA,13,Georgia,051,Chatham County
GA,13,Georgia,053,Chattahoochee County
GA,13,Georgia,055,Chattooga County
GA,13,Georgia,057,Cherokee County
GA,13,Georgia,059,Clarke County
GA,13,Georgia,061,Clay County
GA,13,Georgia,063,Clayton County
GA,13,Georgia,065,Clinch County
GA,13,Georgia,067,Cobb County
GA,13,Georgia,069,Coffee County
GA,13,Georgia,071,Colquitt County
GA,13,Georgia,073,Columbia County
GA,13,Georgia,075,Cook County
GA,13,Georgia,077,Coweta County
GA,13,Georgia,079,Crawford County
GA,13,Georgia,081,Crisp County
GA,13,Georgia,083,Dade County
GA,13,Georgia,085,Dawson County
GA,13,Georgia,087,Decatur County
GA,13,Georgia,089,DeKalb County
GA,13,Georgia,091,Dodge County
GA,13,Georgia,093,Dooly County
GA,13,Georgia,095,Dougherty County
GA,13,Georgia,097,Douglas County
GA,13,Georgia,099,Early County
GA,13,Georgia,101,Echols County
GA,13,Georgia,103,Effingham County
GA,13,Georgia,105,Elbert County
GA,13,Georgia,107,Emanuel County
GA,13,Georgia,109,Evans County
GA,13,Georgia,111,Fannin County
GA,13,Georgia,113,Fayette County
GA,13,Georgia,115,Floyd County
GA,13,Georgia,117,Forsyth County
GA,13,Georgia,119,Franklin County
GA,13,Georgia,121,Fulton County
GA,13,Georgia,123,Gilmer County
GA,13,Georgia,125,Glascock County
GA,13,Georgia,127,Glynn County
GA,13,Georgia,129,Gordon County
GA,13,Georgia,131,Grady County
GA,13,Georgia,133,Greene County
GA,13,Georgia,135,Gwinnett County
GA,13,Georgia,137,Habersham County
GA,13,Georgia,139,Hall County
GA,13,Georgia,141,Hancock County
GA,13,Georgia,143,Haralson County
GA,13,Georgia,145,Harris County
GA,13,Georgia,147,Hart County
GA,13,Georgia,149,Heard County
GA,13,Georgia,151,Henry County
GA,13,Georgia,153,Houston County
GA,13,Georgia,155,Irwin County
GA,13,Georgia,157,Jackson County
GA,13,Georgia,159,Jasper County
GA,13,Georgia,161,Jeff Davis County
GA,13,Georgia,163,Jefferson County
GA,13,Georgia,165,Jenkins County
GA,13,Georgia,167,Johnson County
GA,13,Georgia,169,Jones County
GA,13,Georgia,171,Lamar County
GA,13,Georgia,173,Lanier County
GA,13,Georgia,175,Laurens County
GA,13,Georgia,177,Lee County
GA,13,Georgia,179,Liberty County
GA,13,Georgia,181,Lincoln County
GA,13,Georgia,183,Long County
GA,13,Georgia,185,Lowndes County
GA,13,Georgia,187,Lumpkin County
GA,13,Georgia,189,McDuffie County
GA,13,Georgia,191,McIntosh County
GA,13,Georgia,193,Macon County
GA,13,Georgia,195,Madison County
GA,13,Georgia,197,Marion County
GA,13,Georgia,199,Meriwether County
GA,13,Georgia,201,Miller County
GA,13,Georgia,205,Mitchell County
GA,13,Georgia,207,Monroe County
GA,13,Georgia,209,Montgomery County
GA,13,Georgia,211,Morgan County
GA,13,Georgia,213,Murray County
GA,13,Georgia,215,Muscogee County
GA,13,Georgia,217,Newton County
GA,13,Georgia,219,Oconee County
GA,13,Georgia,221,Oglethorpe County
GA,13,Georgia,223,Paulding County
GA,13,Georgia,225,Peach County
GA,13,Georgia,227,Pickens County
GA,13,Georgia,229,Pierce County
GA,13,Georgia,231,Pike County
GA,13,Georgia,233,Polk County
GA,13,Georgia,235,Pulaski County
GA,13,Georgia,237,Putnam County
GA,13,Georgia,239,Quitman County
GA,13,Georgia,241,Rabun County
GA,13,Georgia,243,Randolph County
GA,13,Georgia,245,Richmond County
GA,13,Georgia,247,Rockdale County
GA,13,Georgia,249,Schley County
GA,13,Georgia,251,Screven County
GA,13,Georgia,253,Seminole County
GA,13,Georgia,255,Spalding County
GA,13,Georgia,257,Stephens County
GA,13,Georgia,259,Stewart County
GA,13,Georgia,261,Sumter County
GA,13,Georgia,263,Talbot County
GA,13,Georgia,265,Taliaferro County
GA,13,Georgia,267,Tattnall County
GA,13,Georgia,269,Taylor County
GA,13,Georgia,271,Telfair County
GA,13,Georgia,273,Terrell County
GA,13,Georgia,275,Thomas County
GA,13,Georgia,277,Tift County
GA,13,Georgia,279,Toombs County
GA,13,Georgia,281,Towns County
GA,13,Georgia,283,Treutlen County
GA,13,Georgia,285,Troup County
GA,13,Georgia,287,Turner County
GA,13,Georgia,289,Twiggs County
GA,13,Georgia,291,Union County
GA,13,Georgia,293,Upson County
GA,13,Georgia,295,Walker County
GA,13,Georgia,297,Walton County
GA,13,Georgia,299,Ware County
GA,13,Georgia,301,Warren County
GA,13,Georgia,303,Washington County
GA,13,Georgia,305,Wayne County
GA,13,Georgia,307,Webster County
GA,13,Georgia,309,Wheeler County
GA,13,Georgia,311,White County
GA,13,Georgia,313,Whitfield County
GA,13,Georgia,315,Wilcox County
GA,13,Georgia,317,Wilkes County
GA,13,Georgia,319,Wilkinson County
GA,13,Georgia,321,Worth County
HI,15,Hawaii,001,Hawaii County
HI,15,Hawaii,003,Honolulu County
HI,15,Hawaii,005,Kalawao County
HI,15,Hawaii,007,Kauai County
HI,15,Hawaii,009,Maui County
ID,16,Idaho,001,Ada County
ID,16,Idaho,003,Adams County
ID,16,Idaho,005,Bannock County
ID,16,Idaho,007,Bear Lake County
ID,16,Idaho,009,Benewah County
ID,16,Idaho,011,Bingham County
ID,16,Idaho,013,Blaine County
ID,16,Idaho,015,Boise County
ID,16,Idaho,017,Bonner County
ID,16,Idaho,019,Bonneville County
ID,16,Idaho,021,Boundary County
ID,16,Idaho,023,Butte County
ID,16,Idaho,025,Camas County
ID,16,Idaho,027,Canyon County
ID,16,Idaho,029,Caribou County
ID,16,Idaho,031,Cassia County
ID,16,Idaho,033,Clark County
ID,16,Idaho,035,Clearwater County
ID,16,Idaho,037,Custer County
ID,16,Idaho,039,Elmore County
ID,16,Idaho,041,Franklin County
ID,16,Idaho,043,Fremont County
ID,16,Idaho,045,Gem County
ID,16,Idaho,047,Gooding County
ID,16,Idaho,049,Idaho County
ID,16,Idaho,051,Jefferson County
ID,16,Idaho,053,Jerome County
ID,16,Idaho,055,Kootenai County
ID,16,Idaho,057,Latah County
ID,16,Idaho,059,Lemhi County
ID,16,Idaho,061,Lewis County
ID,16,Idaho,063,Lincoln County
ID,16,Idaho,065,Madison County
ID,16,Idaho,067,Minidoka County
ID,16,Idaho,069,Nez Perce County
ID,16,Idaho,071,Oneida County
ID,16,Idaho,073,Owyhee County
ID,16,Idaho,075,Payette County
ID,16,Idaho,077,Power County
ID,16,Idaho,079,Shoshone County
ID,16,Idaho,081,Teton County
ID,16,Idaho,083,Twin Falls County
ID,16,Idaho,085,Valley County
ID,16,Idaho,087,Washington County
IL,17,Illinois,001,Adams County
IL,17,Illinois,003,Alexander County
IL,17,Illinois,005,Bond County
IL,17,Illinois,007,Boone County
IL,17,Illinois,009,Brown County
IL,17,Illinois,011,Bureau County
IL,17,Illinois,013,Calhoun County
IL,17,Illinois,015,Carroll County
IL,17,Illinois,017,Cass County
IL,17,Illinois,019,Champaign County
IL,17,Illinois,021,Christian County
IL,17,Illinois,023,Clark County
IL,17,Illinois,025,Clay County
IL,17,Illinois,027,Clinton County
IL,17,Illinois,029,Coles County
IL,17,Illinois,031,Cook County
IL,17,Illinois,033,Crawford County
IL,17,Illinois,035,Cumberland County
IL,17,Illinois,037,DeKalb County
IL,17,Illinois,039,De Witt County
IL,17,Illinois,041,Douglas County
IL,17,Illinois,043,DuPage County
IL,17,Illinois,045,Edgar County
IL,17,Illinois,047,Edwards County
IL,17,Illinois,049,Effingham County
IL,17,Illinois,051,Fayette County
IL,17,Illinois,053,Ford County
IL,17,Illinois,055,Franklin County
IL,17,Illinois,057,Fulton County
IL,17,Illinois,059,Gallatin County
IL,17,Illinois,061,Greene County
IL,17,Illinois,063,Grundy County
IL,17,Illinois,065,Hamilton County
IL,17,Illinois,067,Hancock County
IL,17,Illinois,069,Hardin County
IL,17,Illinois,071,Henderson County
IL,17,Illinois,073,Henry County
IL,17,Illinois,075,Iroquois County
IL,17,Illinois,077,Jackson County
IL,17,Illinois,079,Jasper County
IL,17,Illinois,081,Jefferson County
IL,17,Illinois,083,Jersey County
IL,17,Illinois,085,Jo Daviess County
IL,17,Illinois,087,Johnson County
IL,17,Illinois,089,Kane County
IL,17,Illinois,091,Kankakee County
IL,17,Illinois,093,Kendall County
IL,17,Illinois,095,Knox County
IL,17,Illinois,097,Lake County
IL,17,Illinois,099,LaSalle County
IL,17,Illinois,101,Lawrence County
IL,17,Illinois,103,Lee County
IL,17,Illinois,105,Livingston County
IL,17,Illinois,107,Logan County
IL,17,Illinois,109,McDonough County
IL,17,Illinois,111,McHenry County
IL,17,Illinois,113,McLean County
IL,17,Illinois,115,Macon County
IL,17,Illinois,117,Macoupin County
IL,17,Illinois,119,Madison County
IL,17,Illinois,121,Marion County
IL,17,Illinois,123,Marshall County
IL,17,Illinois,125,Mason County
IL,17,Illinois,127,Massac County
IL,17,Illinois,129,Menard County
IL,17,Illinois,131,Mercer County
IL,17,Illinois,133,Monroe County
IL,17,Illinois,135,Montgomery County
IL,17,Illinois,137,Morgan County
IL,17,Illinois,139,Moultrie County
IL,17,Illinois,141,Ogle County
IL,17,Illinois,143,Peoria County
IL,17,Illinois,145,Perry County
IL,17,Illinois,147,Piatt County
IL,17,Illinois,149,Pike County
IL,17,Illinois,151,Pope County
IL,17,Illinois,153,Pulaski County
IL,17,Illinois,155,Putnam County
IL,17,Illinois,157,Randolph County
IL,17,Illinois,159,Richland County
IL,17,Illinois,161,Rock Island County
IL,17,Illinois,163,St. Clair County
IL,17,Illinois,165,Saline County
IL,17,Illinois,167,Sangamon County
IL,17,Illinois,169,Schuyler County
IL,17,Illinois,171,Scott County
IL,17,Illinois,173,Shelby County
IL,17,Illinois,175,Stark County
IL,17,Illinois,177,Stephenson County
IL,17,Illinois,179,Tazewell County
IL,17,Illinois,181,Union County
IL,17,Illinois,183,Vermilion County
IL,17,Illinois,185,Wabash County
IL,17,Illinois,187,Warren County
IL,17,Illinois,189,Washington County
IL,17,Illinois,191,Wayne County
IL,17,Illinois,193,White County
IL,17,Illinois,195,Whiteside County
IL,17,Illinois,197,Will County
IL,17,Illinois,199,Williamson County
IL,17,Illinois,201,Winnebago County
IL,17,Illinois,203,Woodford County
IN,18,Indiana,001,Adams County
IN,18,Indiana,003,Allen County
IN,18,Indiana,005,Bartholomew County
IN,18,Indiana,007,Benton County
IN,18,Indiana,009,Blackford County
IN,18,Indiana,011,Boone County
IN,18,Indiana,013,Brown County
IN,18,Indiana,015,Carroll County
IN,18,Indiana,017,Cass County
IN,18,Indiana,019,Clark County
IN,18,Indiana,021,Clay County
IN,18,Indiana,023,Clinton County
IN,18,Indiana,025,Crawford County
IN,18,Indiana,027,Daviess County
IN,18,Indiana,029,Dearborn County
IN,18,Indiana,031,Decatur County
IN,18,Indiana,033,DeKalb County
IN,18,Indiana,035,Delaware County
IN,18,Indiana,037,Dubois County
IN,18,Indiana,039,Elkhart County
IN,18,Indiana,041,Fayette County
IN,18,Indiana,043,Floyd County
IN,18,Indiana,045,Fountain County
IN,18,Indiana,047,Franklin County
IN,18,Indiana,049,Fulton County
IN,18,Indiana,051,Gibson County
IN,18,Indiana,053,Grant County
IN,18,Indiana,055,Greene County
IN,18,Indiana,057,Hamilton County
IN,18,Indiana,059,Hancock County
IN,18,Indiana,061,Harrison County
IN,18,Indiana,063,Hendricks County
IN,18,Indiana,065,Henry County
IN,18,Indiana,067,Howard County
IN,18,Indiana,069,Huntington County
IN,18,Indiana,071,Jackson County
IN,18,Indiana,073,Jasper County
IN,18,Indiana,075,Jay County
IN,18,Indiana,077,Jefferson County
IN,18,Indiana,079,Jennings County
IN,18,Indiana,081,Johnson County
IN,18,Indiana,083,Knox County
IN,18,Indiana,085,Kosciusko County
IN,18,Indiana,087,LaGrange County
IN,18,Indiana,089,Lake County
IN,18,Indiana,091,LaPorte County
IN,18,Indiana,093,Lawrence County
IN,18,Indiana,095,Madison County
IN,18,Indiana,097,Marion County
IN,18,Indiana,099,Marshall County
IN,18,Indiana,101,Martin County
IN,18,Indiana,103,Miami County
IN,18,Indiana,105,Monroe County
IN,18,Indiana,107,Montgomery County
IN,18,Indiana,109,Morgan County
IN,18,Indiana,111,Newton County
IN,18,Indiana,113,Noble County
IN,18,Indiana,115,Ohio County
IN,18,Indiana,117,Orange County
IN,18,Indiana,119,Owen County
IN,18,Indiana,121,Parke County
IN,18,Indiana,123,Perry County
IN,18,Indiana,125,Pike County
IN,18,Indiana,127,Porter County
IN,18,Indiana,129,Posey County
